img,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,id
0-0.png,0.05800679698586464,0.11201214790344238,-0.08928797394037247,0.16769981384277344,0.33610808849334717,-0.4099234640598297,0.20028162002563477,0.32494431734085083,0.32617148756980896,0.16623809933662415,0.6610308885574341,-0.4653064012527466,0.19931691884994507,0.6193685531616211,0.33540794253349304,0.15395906567573547,0.9490202069282532,-0.4351789355278015,0.18026036024093628,0.8954759836196899,0.2778698205947876,0.10764778405427933,0.9570577144622803,-0.4529130160808563,0.14449509978294373,0.9204241037368774,0.2177397608757019,0.513566255569458,0.5098147988319397,-0.25593382120132446,0.5242576599121094,0.4839109480381012,0.256632536649704,0.5676300525665283,0.9282058477401733,-0.3522947430610657,0.5740647912025452,0.8925776481628418,0.2145741581916809,0.8496825098991394,0.8938566446304321,-0.16082122921943665,0.837349534034729,0.8818191289901733,0.4231157600879669,0.8686845898628235,0.8406552076339722,-0.12908460199832916,0.861689567565918,0.8298571705818176,0.4455442726612091,0.9714051485061646,0.9631972312927246,-0.10235495120286942,0.9527997970581055,0.9507405757904053,0.37171798944473267,1
1.jpg,0.2670615017414093,0.2539559602737427,-0.015637876465916634,0.340770423412323,0.36608773469924927,-0.1915498822927475,0.3823397159576416,0.3559432625770569,0.20274460315704346,0.34479519724845886,0.5949388146400452,-0.18392203748226166,0.3743208944797516,0.5743547677993774,0.2336905598640442,0.3285903334617615,0.7925631999969482,-0.13083092868328094,0.3565560281276703,0.7516498565673828,0.22531557083129883,0.2951517701148987,0.795430600643158,-0.1304962933063507,0.32881566882133484,0.7629503011703491,0.19323335587978363,0.6039926409721375,0.46830999851226807,-0.12790453433990479,0.6068308353424072,0.4606880247592926,0.12803761661052704,0.6139633059501648,0.7838655710220337,-0.15225394070148468,0.6150383353233337,0.7491949200630188,0.1451086848974228,0.8211495876312256,0.7409278750419617,-0.03025365248322487,0.8019377589225769,0.7188389301300049,0.2886023223400116,0.8292473554611206,0.6982364058494568,-0.009368312545120716,0.8188827037811279,0.6754586696624756,0.303343802690506,0.8991048336029053,0.7869675159454346,0.03943439573049545,0.8732013702392578,0.7682682275772095,0.3036516606807709,1
10-0.png,0.05433949828147888,0.144783616065979,-0.017065057530999184,0.1756054162979126,0.3130163550376892,-0.3351384997367859,0.1983502209186554,0.2947187125682831,0.3315001428127289,0.14543300867080688,0.594316840171814,-0.3860573470592499,0.17294809222221375,0.5681009888648987,0.36937758326530457,0.11003877967596054,0.8717153072357178,-0.3079235851764679,0.12708452343940735,0.7968212366104126,0.3178889751434326,0.07049724459648132,0.8963339328765869,-0.31921547651290894,0.09474077820777893,0.8307527303695679,0.259004682302475,0.5078886151313782,0.42801138758659363,-0.2339886724948883,0.5004869699478149,0.4179050922393799,0.23458394408226013,0.5429465770721436,0.8559219837188721,-0.35201895236968994,0.529344916343689,0.8190978765487671,0.16776764392852783,0.8166968822479248,0.832604169845581,-0.21761421859264374,0.7860974669456482,0.8116000890731812,0.3457488417625427,0.8376429080963135,0.7730822563171387,-0.19273591041564941,0.8153886795043945,0.742967426776886,0.3645392656326294,0.9465476274490356,0.9050475358963013,-0.16129058599472046,0.876334547996521,0.8519791960716248,0.31739333271980286,1
10-1.png,0.29632389545440674,0.42928045988082886,0.11226468533277512,0.22039711475372314,0.3222619891166687,-0.25566625595092773,0.23384839296340942,0.34289783239364624,0.3410968780517578,0.19151529669761658,0.6373763084411621,-0.3578799068927765,0.20082589983940125,0.6294040679931641,0.32087332010269165,0.12594565749168396,0.9194645881652832,-0.2639724016189575,0.14188450574874878,0.8717367053031921,0.18747998774051666,0.07747352123260498,0.9339302182197571,-0.29374513030052185,0.10038426518440247,0.8918172717094421,0.11640360206365585,0.5563415884971619,0.31423646211624146,-0.22148247063159943,0.5434995889663696,0.31566065549850464,0.22113586962223053,0.5570295453071594,0.8662792444229126,-0.2824456989765167,0.5452783107757568,0.8497393131256104,0.09601720422506332,0.8392916321754456,0.8265941143035889,-0.1287793666124344,0.8261187076568604,0.8185884952545166,0.20367489755153656,0.8643423318862915,0.7615184783935547,-0.09677544236183167,0.8554865717887878,0.753226637840271,0.2087934911251068,0.9646711349487305,0.9312331676483154,-0.028586359694600105,0.9580516815185547,0.9201359748840332,0.14016792178153992,1
10.jpg,0.26797181367874146,0.2564728856086731,-0.0149669935926795,0.34027230739593506,0.36504805088043213,-0.19669081270694733,0.3866906762123108,0.3548976182937622,0.20614174008369446,0.345243364572525,0.5949220657348633,-0.18679045140743256,0.37676379084587097,0.573386013507843,0.24141041934490204,0.33351942896842957,0.7940564155578613,-0.13610699772834778,0.357591450214386,0.7514398694038391,0.23283986747264862,0.2989869713783264,0.7945629358291626,-0.1386173963546753,0.32751062512397766,0.7575333118438721,0.1999177634716034,0.6013472676277161,0.4734339118003845,-0.13119365274906158,0.6025856137275696,0.47014954686164856,0.13128983974456787,0.6119037866592407,0.7861968278884888,-0.15502679347991943,0.6067320704460144,0.7533061504364014,0.1399708092212677,0.8220312595367432,0.7369199395179749,-0.03498454764485359,0.7959914207458496,0.7184624671936035,0.2919714152812958,0.8325421214103699,0.6941391825675964,-0.01483932789415121,0.8176699280738831,0.6724851727485657,0.30796149373054504,0.905190646648407,0.7897918224334717,0.023256860673427582,0.8648915886878967,0.7645313739776611,0.30784255266189575,1
11-0.png,0.03074038214981556,0.23935014009475708,-0.15710090100765228,0.19516277313232422,0.35050496459007263,-0.49157217144966125,0.20126885175704956,0.3192988634109497,0.35911399126052856,0.2009926736354828,0.6587461829185486,-0.609559178352356,0.2022809088230133,0.6143773794174194,0.3736383020877838,0.1539774239063263,0.9351344108581543,-0.568036675453186,0.1639525592327118,0.8440532088279724,0.17125776410102844,0.10205143690109253,0.9343239665031433,-0.6148568987846375,0.1202467754483223,0.8656017780303955,0.08064543455839157,0.5580838322639465,0.44786250591278076,-0.2817206382751465,0.5368590354919434,0.443191260099411,0.28214535117149353,0.5544337630271912,0.8902832269668579,-0.3831872045993805,0.5419772267341614,0.8504070043563843,0.23078086972236633,0.8390058875083923,0.8658422231674194,-0.12614496052265167,0.818169355392456,0.8532416820526123,0.48179876804351807,0.8567317724227905,0.8030112385749817,-0.09134230017662048,0.8421279191970825,0.7840831279754639,0.5036726593971252,0.9578959345817566,0.9054679870605469,-0.04060251638293266,0.9240583181381226,0.8905067443847656,0.4718170166015625,1
11.jpg,0.260915607213974,0.2741001844406128,-0.046217188239097595,0.35911548137664795,0.3997066020965576,-0.23988252878189087,0.37244734168052673,0.3844696283340454,0.1977543830871582,0.36740756034851074,0.6147534847259521,-0.2480664849281311,0.37828192114830017,0.5864845514297485,0.20911608636379242,0.374057799577713,0.7995485663414001,-0.18105892837047577,0.3818342089653015,0.7639650106430054,0.1869417428970337,0.3404262363910675,0.8064939379692078,-0.19092969596385956,0.35325944423675537,0.7714869976043701,0.14697520434856415,0.6017181873321533,0.4854923486709595,-0.1425064206123352,0.6072144508361816,0.47303590178489685,0.1426210105419159,0.666983425617218,0.758206307888031,-0.15751907229423523,0.6645914316177368,0.7422856092453003,0.09703383594751358,0.8620189428329468,0.690020740032196,-0.05025503784418106,0.8488637208938599,0.6824694275856018,0.24821962416172028,0.8933526873588562,0.6608854532241821,-0.03570665419101715,0.8854184746742249,0.6501100063323975,0.26332321763038635,0.8803200125694275,0.7929027080535889,-0.05568724498152733,0.8722000122070312,0.7727354168891907,0.22523292899131775,1
11a.jpg,0.23476877808570862,0.3548192083835602,-0.05298198014497757,0.32647454738616943,0.4475198984146118,-0.2164970338344574,0.3291955590248108,0.4246847927570343,0.20002897083759308,0.34136027097702026,0.6051774621009827,-0.2547559440135956,0.3423667848110199,0.5651264190673828,0.21634389460086823,0.29735636711120605,0.7415947914123535,-0.23039032518863678,0.31412699818611145,0.7050852179527283,0.13549788296222687,0.2673225700855255,0.7398315668106079,-0.24879010021686554,0.2893778085708618,0.709598183631897,0.09114889800548553,0.5308188199996948,0.49021950364112854,-0.13461215794086456,0.5297257304191589,0.4767228066921234,0.13487611711025238,0.5590211153030396,0.7291325330734253,-0.19194701313972473,0.5552668571472168,0.705498218536377,0.09954174607992172,0.7287966012954712,0.7035880088806152,-0.07041426002979279,0.705842137336731,0.6873029470443726,0.24135716259479523,0.7342127561569214,0.6641557812690735,-0.050871312618255615,0.7240936756134033,0.6530551910400391,0.2560872435569763,0.7961791753768921,0.7376049757003784,-0.02097443677484989,0.7683151960372925,0.7143615484237671,0.24474917352199554,1
12-0.png,0.16309866309165955,0.3550093472003937,0.0432274267077446,0.21651580929756165,0.20492082834243774,-0.29782384634017944,0.2477414757013321,0.21200492978096008,0.37045806646347046,0.2115086019039154,0.5482058525085449,-0.43332555890083313,0.2384876012802124,0.5226669311523438,0.43242552876472473,0.16070419549942017,0.8896939754486084,-0.32201120257377625,0.1904291808605194,0.8203814029693604,0.2806782126426697,0.10194653272628784,0.895150363445282,-0.3239622712135315,0.13710296154022217,0.8410018682479858,0.20285366475582123,0.5774554014205933,0.30024972558021545,-0.20938998460769653,0.5698614716529846,0.2816241681575775,0.2097945213317871,0.573970377445221,0.8517219424247742,-0.3730818033218384,0.5678303837776184,0.8053032159805298,0.09081707149744034,0.8821142315864563,0.8415719866752625,-0.14522390067577362,0.8480782508850098,0.8076912760734558,0.28587281703948975,0.8964402079582214,0.775175929069519,-0.10805006325244904,0.868457019329071,0.7457484602928162,0.29925572872161865,1.008160948753357,0.8893774151802063,-0.010085958056151867,0.9699234962463379,0.8688217401504517,0.2545545995235443,1
12.jpg,0.24480023980140686,0.32051703333854675,0.0018653410952538252,0.3513020873069763,0.44374164938926697,-0.19498854875564575,0.36232680082321167,0.441798597574234,0.23391000926494598,0.3473002314567566,0.6406134963035583,-0.2148953229188919,0.35821473598480225,0.6276768445968628,0.25557589530944824,0.32400742173194885,0.8121817708015442,-0.17847289144992828,0.3392471671104431,0.7785492539405823,0.20428834855556488,0.2857013940811157,0.8141229748725891,-0.1885751485824585,0.30789318680763245,0.784342885017395,0.1620190441608429,0.5854483246803284,0.5070367455482483,-0.14003156125545502,0.5862842798233032,0.5008525848388672,0.1404975950717926,0.6327465772628784,0.7914811968803406,-0.2150292694568634,0.6326305866241455,0.7602089643478394,0.07316388189792633,0.8371791243553162,0.7711902856826782,-0.11357229948043823,0.823894739151001,0.7477636933326721,0.20067614316940308,0.8493629097938538,0.7276903390884399,-0.09612422436475754,0.8408845663070679,0.7039483785629272,0.21324963867664337,0.9236038327217102,0.7899613380432129,-0.07707881927490234,0.9033918976783752,0.7766726016998291,0.17236103117465973,1
